date,carry_returns
2002-01-31,0.00912791034796151
2002-02-28,0.008819893022880498
2002-03-28,0.007382988372655497
2002-04-30,-0.011490682321667018
2002-05-31,0.004055536980227608
2002-06-28,-0.04287293062939045
2002-07-31,-0.0039900007985888
2002-08-30,0.024879506932952822
2002-09-30,0.023664663468755544
2002-10-31,0.0011865353913547896
2002-11-29,0.003430932129001066
2002-12-31,0.002194782321596869
2003-01-31,0.015108984571195918
2003-02-28,0.0014819315932735515
2003-03-31,0.021996609553554643
2003-04-30,0.02282176268409416
2003-05-30,0.038112336564533084
2003-06-30,0.0033990012892881607
2003-07-31,-0.0066917204053516715
2003-08-29,-0.003971197463199591
2003-09-30,0.0029929410825414796
2003-10-31,0.026518725975356983
2003-11-28,0.011309717145742358
2003-12-31,0.031713653939862876
2004-01-30,0.020654241351630444
2004-02-27,-0.007121165328429027
2004-03-31,-0.005194267013797549
2004-04-30,-0.011723406833268077
2004-05-28,-0.023420038200951582
2004-06-30,0.027736051670693408
2004-07-30,0.004305630666202301
2004-08-31,-0.009190821207121447
2004-09-30,0.020125950312869827
2004-10-29,0.0038169268251789373
2004-11-30,0.0009725339578935035
2004-12-31,0.001246022046010136
2005-01-31,0.031733364134775004
2005-02-28,0.00774810841125125
2005-03-31,0.0111401606830351
2005-04-29,-0.0070232803780944835
2005-05-31,0.023921649431908477
2005-06-30,0.005731428539248538
2005-07-29,0.004097787284370601
2005-08-31,0.014549709048515342
2005-09-30,0.012840268533411615
2005-10-31,0.008274977416780552
2005-11-30,0.01118959020124932
2005-12-30,-0.008681980880374196
2006-01-31,0.01304720850643559
2006-02-28,-0.013764074971101659
2006-03-31,0.01116500110656582
2006-04-28,-0.001733761919900715
2006-05-31,-0.0011185795198706723
2006-06-30,0.02393817763343786
2006-07-31,0.02157212312959711
2006-08-31,0.006157994846679005
2006-09-29,0.014122977456429762
2006-10-31,0.012977483612657194
2006-11-30,0.01722397842327979
2006-12-29,0.02696574433331411
2007-01-31,0.0038983367019064605
2007-02-28,-0.0134562921784378
2007-03-30,0.04781767450344716
2007-04-30,0.014573626055276527
2007-05-31,0.031906600274161256
2007-06-29,0.018333135968242525
2007-07-31,-0.05765330411594486
2007-08-31,0.004589150392408776
2007-09-28,0.05291421810529728
2007-10-31,-0.03794844649918675
2007-11-30,-0.009106964590246845
2007-12-31,-0.035612743787738856
2008-01-31,0.018595426651293472
2008-02-29,-0.04929055129152959
2008-03-31,0.02087899535701513
2008-04-30,0.03597157682259081
2008-05-30,0.019939686256050655
2008-06-30,0.013165039488060915
2008-07-31,-0.036031881304416064
2008-08-29,-0.07008173851186876
2008-09-30,-0.1572352705025281
2008-10-31,-0.07757345804403337
2008-11-28,-0.04447515919043218
2008-12-31,-0.012411482896433455
2009-01-30,-0.0021756279902951786
2009-02-27,0.024880211321991513
2009-03-31,0.06341817092534399
2009-04-30,0.03147136628246009
2009-05-29,0.03886647890901267
2009-06-30,-0.005607146801021035
2009-07-31,0.026021052509636416
2009-08-31,-0.0013349695891614229
2009-09-30,0.027060748055761707
2009-10-30,0.004152317554757683
2009-11-30,-0.004437336412407473
2009-12-31,0.010046005214556009
2010-01-29,-0.011258400172864391
2010-02-26,0.01834625239426883
2010-03-31,0.029936462352120993
2010-04-30,-0.02119126299151934
2010-05-28,-0.01505892582028127
2010-06-30,-0.02428476476215268
2010-07-30,0.00429904860379038
2010-08-31,0.007378466593532286
2010-09-30,0.02045485255871108
2010-10-29,0.015722280925353216
2010-11-30,-0.012585464036717453
2010-12-31,-0.002632059427750244
2011-01-31,0.013250666692906568
2011-02-28,-0.012818404426581553
2011-03-31,0.035097570450552285
2011-04-29,-0.02059483208974925
2011-05-31,-0.028844591353551326
2011-06-30,-0.009746466278860517
2011-07-29,-0.058161881922341355
2011-08-31,0.04424880923500766
2011-09-30,0.012821112744516508
2011-10-31,0.00793480700445818
2011-11-30,0.012894006464064614
2011-12-30,0.015299905534357117
2012-01-31,0.019053265074070458
2012-02-29,0.007307971629145057
2012-03-30,-0.009677033828945284
2012-04-30,-0.011857579651265472
2012-05-31,0.006879432993264839
2012-06-29,0.03645732695280154
2012-07-31,0.0082680906929092
2012-08-31,-0.01692348926264916
2012-09-28,-0.012563701053663185
2012-10-31,0.014642548599412237
2012-11-30,-0.010461385167335486
2012-12-31,-0.0028189070971176657
2013-01-31,-0.02320706118305678
2013-02-28,0.023255302536422644
2013-03-28,0.00020988908444826392
2013-04-30,-0.013793619937777427
2013-05-31,-0.047954464273159525
2013-06-28,-0.014182371232746793
2013-07-31,-0.01909592413261622
